LSTGauge,n_bases
e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2,11
e6+e8+e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1,11
e6+e8+e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su3,11
e6+e8+e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+so8+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3+su3,11
e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3,11
e6+e6+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2,11
e6+e6+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3+su3+su3,11
e7+e7+e7+e7+e7+e7+e7+e7+e7+f4+g2+g2+so7+so7+so7+so7+so7+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,11
e8+e8+e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2,11
e7+e7+e7+e7+e7+e7+e7+e7+e7+f4+g2+g2+g2+so7+so7+so7+so7+so7+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,11
e7+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+so7+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su2+su3,11
e6+e7+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su3+su3,11
e7+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so7+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su2,11
e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su3,11
e7+e7+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so7+so7+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su2+su2+su2+su2,11
e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1,11
e8+e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3,11
e7+e8+e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2,11
e7+f4+f4+g2+g2+so8+su2+su2+su3,10
e7+e7+f4+f4+g2+g2+g2+sp1+su2+su2+su3,10
e6+e7+e7+f4+g2+g2+so7+sp1+su2+su2+su2+su3,10
e6+e6+e6+e7+f4+g2+g2+su2+su2+su3+su3+su3,10
g2+so8+so8+so8+so8+so8+so8+so8+so8+su2+su3,10
e7+e7+e7+f4+g2+g2+g2+so7+so8+sp1+su2+su2+su2+su2,10
e6+e7+e8+f4+f4+f4+g2+g2+g2+sp1+sp1+sp1+su3+su3,10
g2+so8+so8+so8+so8+so8+so8+so8+so8+so8+so8+sp1+su3,10
e7+e7+e7+e7+g2+so7+so7+so7+so7+so8+so8+su2+su2+su2+su2+su2+su2+su2+su2+su2,10
e6+e7+e7+e7+e8+f4+g2+g2+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2+su3,10
e7+e7+e7+e7+e7+g2+g2+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su3+su3,10
e7+e7+e7+e7+f4+f4+g2+g2+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,10
e6+e6+e6+e6+e6+e6+e6+f4+g2+so7+su2+su2+su2+su3+su3+su3+su3+su3+su3+su3,10
e7+e7+e7+e7+e7+f4+g2+g2+so7+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su3,10
e6+e6+e7+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+su3+su3,10
e7+e7+e7+e7+e7+e7+g2+so7+so7+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su3,10
e6+e6+e6+e6+e6+e6+e6+f4+f4+g2+g2+sp1+sp1+su3+su3+su3+su3+su3+su3+su3+su3,10
e6+e6+e6+e6+e6+e6+e6+e6+f4+g2+so7+sp1+su2+su2+su3+su3+su3+su3+su3+su3+su3+su3,10
e6+e8+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2,10
e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+sp1+sp1+su2,10
e6+e8+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1,10
e6+e6+e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2,10
e8+e8+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3+su3,10
e8+e8+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2,10
e6+e7+e7+e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+so7+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su2+su3,10
e7+e7+e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su2+su2,10
e6+e8+e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2,10
e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+so8+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2,10
e6+e8+e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+so8+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1,10
e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3+su3,10
e6+e6+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3+su3+su3+su3,10
e6+e7+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so7+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su2+su2,10
e8+e8+e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so8+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1,10
e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2,10
e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so8+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2,10
e6+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3+su3,10
e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3,10
e7+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su2,10
e7+e7+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so7+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su2,10
e7+e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so7+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su2,10
e7+e8+e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1,10
e7+e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so7+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su2+su3,10
e8+e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1,10
e8+e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1,10
f4+f4+f4+su3+su3+su3,9
e6+e6+so7+so7+su2+su2+su2+su2,9
e7+f4+f4+f4+g2+so7+su2+su2+su2+su3,9
e6+e7+f4+g2+so7+so8+su2+su2+su2+su3,9
e7+e7+f4+g2+g2+so7+so8+sp1+su2+su2+su2,9
e6+e6+e7+e7+g2+so7+so7+so8+su2+su2+su2+su2+su2+su3,9
e7+e7+e7+f4+f4+g2+g2+g2+so7+su2+su2+su2+su2+su2+su3,9
e7+e7+e7+f4+f4+g2+g2+so7+so7+sp1+su2+su2+su2+su2+su2,9
e7+e7+e7+g2+so7+so7+so7+so8+so8+su2+su2+su2+su2+su2+su2+su2,9
g2+so8+so8+so8+so8+so8+so8+so8+so8+so8+so8+sp1,9
e6+e6+e7+e8+f4+f4+g2+g2+g2+sp1+sp1+su2+su3+su3+su3,9
g2+g2+so8+so8+so8+so8+so8+so8+so8+so8+so8+so8+sp1+su2,9
e6+e7+e7+e8+f4+f4+g2+g2+g2+so7+sp1+sp1+su2+su2+su2+su3+su3,9
e6+e6+e6+e6+e6+f4+g2+so8+su2+su3+su3+su3+su3+su3+su3,9
e6+e6+e6+e6+e6+e8+f4+g2+g2+sp1+su2+su3+su3+su3+su3+su3,9
e7+e7+e7+e7+f4+so7+so7+so7+so7+so7+so8+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,9
e7+e7+e7+e8+f4+f4+g2+g2+g2+g2+g2+so7+sp1+sp1+sp1+su2+su2+su2+su2,9
e6+e6+e6+e6+e6+e8+f4+f4+g2+sp1+su3+su3+su3+su3+su3+su3,9
e6+e6+e6+e6+e6+e6+f4+g2+g2+su2+su2+su3+su3+su3+su3+su3+su3,9
e6+e6+e6+e6+e6+e6+e6+g2+so7+su2+su2+su2+su3+su3+su3+su3+su3+su3,9
e6+e7+e7+e7+e7+f4+so7+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su3,9
e7+e7+e7+e7+e7+g2+g2+so7+so7+so7+so7+sp1+sp1+su2+su2+su2+su2+su2+su2+su2+su2,9
e6+e6+e6+e6+e6+e6+e6+f4+g2+su2+su3+su3+su3+su3+su3+su3+su3+su3,9
e7+e7+e7+e7+e7+f4+g2+g2+g2+so7+so7+so7+so7+so8+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,9
e6+e6+e6+e6+e6+e6+e6+f4+f4+g2+sp1+su3+su3+su3+su3+su3+su3+su3+su3+su3,9
e6+e7+e7+e7+e7+e7+f4+g2+so7+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su3+su3,9
e7+e7+e7+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+so7+sp1+sp1+sp1+sp1+su2+su2+su2+su2+su2,9
e8+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+g2+so8+so8+so8+sp1+sp1+sp1+sp1+sp1+sp1+su3,9
e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+so8+so8+sp1+sp1+sp1+sp1+sp1+sp1+su2,9
e6+e8+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+so8+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1,9
e7+e7+e7+e7+e7+e7+e7+f4+g2+so7+so7+so7+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,9
e7+e7+e7+e7+e7+e7+e7+f4+g2+g2+so7+so7+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,9
e6+e7+e7+e7+e7+e7+e7+e7+so7+so7+so7+so7+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,9
e7+e7+e7+e7+e7+e7+e7+e7+g2+so7+so7+so7+so7+so7+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,9
e7+e7+e7+e7+e7+e7+e7+f4+f4+g2+g2+g2+so7+so7+so7+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,9
e6+e7+e7+e7+e7+e7+e7+e7+f4+g2+g2+so7+so7+so7+so7+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su3,9
e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su3,9
e6+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su3,9
e6+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2,9
e6+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3,9
e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2,9
e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3,9
e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3+su3,9
e7+e7+e7+e7+e7+e7+e7+e7+e7+e7+f4+g2+g2+so7+so7+so7+so7+so7+so7+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,9
e7+e7+e7+e7+e7+e7+e7+e7+e7+e7+f4+g2+g2+so7+so7+so7+so7+so7+so7+so7+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,9
e7+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so7+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su2,9
e7+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so7+so8+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su2,9
e6+e7+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su3+su3,9
e6+e7+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so7+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su2+su3,9
e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2,9
e7+e7+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so7+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su2+su2+su2,9
e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2,9
e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3,9
e8+e8+e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2,9
e7+e8+e8+e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2,9
g2+so7+so8+so8+so8+sp1+su2+su2,8
e6+e7+f4+f4+so7+so7+su2+su2+su2+su2+su3,8
e7+e7+f4+f4+g2+so7+so7+sp1+su2+su2+su2+su2,8
e6+e6+e7+e7+f4+so7+so7+so7+su2+su2+su2+su2+su2+su2+su3,8
e6+e6+e8+f4+f4+g2+g2+sp1+su2+su3+su3+su3,8
e6+e6+e6+e8+f4+g2+so7+sp1+su2+su2+su3+su3+su3,8
e7+e7+e7+f4+so7+so7+so7+so7+so8+su2+su2+su2+su2+su2+su2+su2+su2,8
e6+e6+e6+e6+e6+g2+so8+su2+su3+su3+su3+su3+su3,8
e6+e6+e6+e8+f4+f4+g2+sp1+su3+su3+su3+su3+su3,8
e7+e7+e7+e7+f4+g2+g2+g2+so7+so7+so8+su2+su2+su2+su2+su2+su2+su2,8
e6+e6+e7+e8+f4+f4+g2+g2+g2+g2+so7+sp1+sp1+su2+su2+su2+su2,8
e6+e6+e6+e6+e6+f4+g2+su2+su3+su3+su3+su3+su3+su3+su3,8
e6+e6+e6+e6+e6+e6+so7+su2+su2+su3+su3+su3+su3+su3+su3+su3,8
e7+e7+e7+e7+f4+g2+g2+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su3+su3,8
e7+e7+e7+e8+f4+f4+g2+g2+g2+g2+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2,8
e6+e7+e7+e7+e7+g2+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su2+su3+su3,8
e6+e6+e6+e6+e6+e6+e8+f4+g2+g2+sp1+su2+su3+su3+su3+su3+su3+su3,8
e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+su3+su3,8
e6+e6+e6+e6+e6+e6+e8+f4+f4+g2+sp1+su3+su3+su3+su3+su3+su3+su3,8
e7+e7+e7+e7+e8+f4+f4+g2+g2+g2+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su3,8
e6+e6+e6+e6+e6+e6+e6+f4+f4+g2+sp1+su3+su3+su3+su3+su3+su3+su3+su3,8
e7+e7+e7+e7+e7+e7+g2+so7+so7+so7+so7+so7+so8+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,8
e6+e6+e6+e6+e6+e6+e6+e6+f4+g2+sp1+su3+su3+su3+su3+su3+su3+su3+su3,8
e7+e7+e7+e7+e7+e8+f4+g2+g2+g2+so7+so7+so7+so7+so8+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,8
e7+e7+e7+e7+e7+e7+so7+so7+so7+so7+so7+so7+so7+so8+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,8
e7+e7+e7+e7+e7+e7+f4+g2+g2+so7+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su3,8
e6+e7+e7+e7+e7+e7+e7+g2+so7+so7+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su3,8
e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+sp1+sp1+su3+su3,8
e6+e6+e6+e6+e6+e6+e6+e6+e6+f4+g2+sp1+su3+su3+su3+su3+su3+su3+su3+su3+su3+su3,8
e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+su2+su3,8
e6+e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+sp1+sp1+su2+su3,8
e6+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2,8
e6+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3,8
e6+e6+e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1,8
e7+e7+e7+e7+e7+e7+e7+f4+g2+g2+g2+so7+so7+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,8
e6+e7+e7+e7+e7+e7+e7+e7+f4+g2+g2+so7+so7+so7+so7+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,8
e6+e8+e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3,8
e7+e8+e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2,8
e6+e6+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1,8
e6+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1,8
e7+e8+e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so8+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2,8
e6+e7+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1,8
e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su3,8
e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3,8
e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su3,8
e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so8+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1,8
